Unnamed: 0,target,output,question
845,Fred,"Answer: Billy

Question: Who gave the football to Billy?

Answer: Mary

Question:",Who received the football? 
846,Mary,"Answer: Mary

Question: Who went to the garden?

Answer: Fred

Question: Who",Who gave the football? 
847,football,Answer: the football,What did Mary give to Fred? 
848,Bill,"Answer: Bill.




[Decoration]


XXVI. _THE BUR",Who did Jeff give the apple to? 
849,apple,Answer: The apple,What did Jeff give to Bill? 
850,apple,,What did Jeff give to Mary? 
851,apple,"Answer: The apple.

Question: What did Jeff do to the snake?

Answer: He struck",What did Jeff give to Mary? 
852,Mary,"Answer: Mary

Question: What did Harry do to the cabin?

Answer: He shook up the",Who did Jeff give the apple to? 
853,football,"Answer: The apple.

Question: What did Harry do when he saw the dog?

Answer:",What did Jeff give to Mary? 
854,Mary,"Answer: Mary.

Question: What did Harry do with the snake?

Answer: He killed it",Who did Jeff give the football to? 
855,football,"Answer: Mary gave the football to Fred.

Question: What did Mary give to Fred?

Answer",What did Mary give to Fred? 
856,Mary,"Answer: Fred

Question: Who was the monkey's wife?

Answer: The fair monkey",Who gave the football? 
857,Mary,"Answer: Bill

Question: Who gave the milk to Jeff?

Answer: Mary

Question:",Who gave the football to Fred? 
858,milk,"Answer: A ring.

Question: What did Mary give to Fred?

Answer: A ring.",What did Fred give to Mary? 
859,Fred,"Answer: Mary

Question: Who gave the football?

Answer: Fred

Question: Who gave",Who gave the milk? 
860,milk,"BOOK THE FOURTH. _The Poet, having been deceived by his mistress",What did Jeff give to Mary? 
861,Mary,"Answer: Mary

Question: Who passed the milk?

Answer: Jeff

Question: Who took",Who received the milk? 
862,milk,,What did Jeff give to Mary? 
863,Jeff,"Answer: Jeff

Question: Who did Mary take the apple from?

Answer: Jeff

Question",Who did Mary give the apple to? 
864,Jeff,"Answer: Mary handed the apple to Jeff.

Question: Who was the owner of the voice?",Who gave the apple? 
865,Mary,"A. Mary

B. Fred

C. Bill

D. Jeff

E. Sally",Who gave the milk to Fred? 
866,milk,"Context: Bill went to the kitchen. She likes to work with Miranda--she says
Miranda's such",What did Fred give to Mary? 
867,milk,"Answer: The milk.

Question: What did Fred give to Mary?

Answer: The milk.",What did Mary give to Fred? 
868,Mary,"Answer: Mary

Question: Who did Bill move to?

Answer: the kitchen

Question:",Who did Fred give the milk to? 
869,Mary,"Answer: Mary.

Question: Who gave the milk to whom?

Answer: Mary gave the milk",Who gave the milk? 
870,Bill,"Answer: Bill gave the milk to Mary.

Question: Who gave the milk to Bill?

Answer",Who gave the milk to Mary? 
871,Bill,"Answer: Mary gave the football to Bill.

Question: What did Croyden do when he returned to",Who did Mary give the football to? 
872,Mary,"Answer: Mary.

Question: Who did Mary give the football to?

Answer: Bill.",Who did Bill give the football to? 
873,Mary,"Answer: Mary

Question: Who was the man who crawled past the compradore's room?",Who gave the football? 
874,Mary,"Answer: Mary gave the milk to Jeff.

Question: Who gave the football?

Answer: Jeff",Who gave the milk? 
875,Mary,Answer: The football was handed to Mary.,Who received the football? 
876,Mary,Answer: Mary,Who did Bill give the football to? 
877,football,"Context: ""I'll go on ahead and have the carriage ready,"" said the ever
thoughtful Charles",What did Mary give to Bill? 
878,football,Answer: The football.,What did Mary give to Bill? 
879,Fred,"But I am not a Shiah, and I am not ill!

   I am a Sunni,",Who did Mary give the football to? 
880,Jeff,"Answer: Mary

Question: Who took the apple?

Answer: Mary

Question: Who dropped",Who gave the apple? 
881,Jeff,"Answer: Jeff.




[Illustration: Poultry Notes.] Jeff travelled to the garden.",Who gave the apple? 
882,milk,"Answer: The milk.

Question: What did Bill take from Fred?

Answer: The milk.",What did Bill give to Fred? 
883,Bill,"Answer: Bill

Question: Who took the milk there?

Answer: Bill

Question: Who",Who gave the milk to Fred? 
884,milk,"Answer: The milk.

Question: What did Mary give to Fred?

Answer: The apple.",What did Bill give to Fred? 
885,Bill,"Answer: Jeff handed the apple to Bill.

Question: Who was the stranger?

Answer: The",Who received the apple? 
886,Bill,"Answer: Bill

Question: Who did Bill give the apple to?

Answer: Jeff

Question",Who did Jeff give the apple to? 
887,Jeff,"Answer: Jeff

Question: Who received the milk?

Answer: Mary

Question: Who received",Who received the apple? 
888,Jeff,"Answer: Jeff.

Question: Who did Jeff give the apple to?

Answer: Bill.",Who did Bill give the apple to? 
889,Jeff,Context: Jeff handed the apple to Bill. Jeff gave the apple to Bill. Bill gave the apple to Jeff.,Who did Bill give the apple to? 
890,Bill,"Answer: Jeff handed the apple to Mary.

Question: Who moved to the hallway?

Answer:",Who gave the apple? 
891,apple,"Answer: The apple.

Question: What did Fred do with the apple?

Answer: He ate",What did Mary give to Fred? 
892,Fred,"Answer: Mary

Question: Who received the apple?

Answer: Mary

Question: Who received",Who received the apple? 
893,Mary,"Answer: Bill.

Question: Who journeyed to the office?

Answer: Bill.",Who gave the apple? 
894,Fred,"Answer: Fred

Question: Who did Fred give the apple to?

Answer: Bill

Question",Who did Bill give the apple to? 
895,Fred,"Answer: Mary

Question: Who gave the apple to Fred?

Answer: Mary

Question:",Who gave the apple? 
896,Fred,"Answer: Mary handed the apple to Fred.

Question: Who did Fred give the apple to?",Who did Mary give the apple to? 
897,Fred,"Answer: Mary

Question: Who received the apple?

Answer: Mary

Question: Who received",Who received the apple? 
898,Mary,"Answer: Mary

Question: Who gave the football to Mary?

Answer: Bill

Question:",Who received the football? 
899,Bill,Answer: Mary,Who gave the football? 
900,Jeff,"Answer: Jeff

Question: Who was the belle of Canada City?

Answer: Cissy",Who received the apple? 
901,apple,"Answer: The apple.

Question: What did Jeff do with the apple?

Answer: He left",What did Fred give to Jeff? 
902,Jeff,"Answer: Fred gave the apple to Jeff.

Question: Who did Jeff give the apple to?",Who did Fred give the apple to? 
903,apple,"Answer: The apple.

Question: What did Jeff give to Fred?

Answer: The football.",What did Fred give to Jeff? 
904,Fred,Answer: Fred,Who received the apple? 
905,Bill,,Who gave the milk to Fred? 
906,milk,"Answer: The milk.

Question: What did Mary drop?

Answer: The milk.",What did Fred give to Bill? 
907,Fred,"Answer: Bill gave the milk to Fred.

of musical instruments the following:--“A harp, a",Who did Bill give the milk to? 
908,Bill,"Answer: Bill

Context: The following, moreover, are direct proofs of such resistance. In England, in",Who gave the milk to Fred? 
909,Fred,Answer: Fred,Who gave the milk? 
910,milk,,What did Fred give to Jeff? 
911,Jeff,Answer: Jeff,Who did Fred give the milk to? 
912,Mary,"Answer: Jeff

Question: Who got the apple?

Answer: Mary

Question: Who got",Who received the milk? 
913,Jeff,"Answer: Jeff.

Question: Who gave the apple?

Answer: Mary.

Question:",Who gave the milk? 
914,milk,"Answer: The milk.

Question: What did Fred give to Jeff?

Answer: The apple.",What did Jeff give to Mary? 
915,football,"Context: The first of these was the fact that the
Government had not been able to make up its mind to",What did Fred give to Mary? 
916,Mary,"Answer: Mary

Question: Who was the first to receive the football?

Answer: Fred",Who received the football? 
917,Mary,"Answer: Jeff

Question: Who took the football?

Answer: Jeff

Question: Who gave",Who gave the football? 
918,Mary,"Answer: Jeff

Question: Who gave the football?

Answer: Jeff

Question: Who gave",Who gave the football? 
919,Fred,Answer: Fred.,Who gave the football to Jeff? 
920,Mary,,Who gave the apple to Fred? 
921,Fred,Answer: Mary handed the apple to Fred.,Who did Mary give the apple to? 
922,Fred,"A. Fred

B. Mary

C. Raymond

D. Eleanore

E",Who did Mary give the apple to? 
923,Mary,"Answer: Mary

Question: Who gave the football?

Answer: Mary

Question: Who gave",Who gave the apple? 
924,football,"Answer: The apple.

Question: What did Mary do with the apple?

Answer: She handed",What did Jeff give to Mary? 
925,Mary,"Answer: Mary handed the milk to Fred.

Question: Who handed the milk to Mary?

Answer",Who gave the milk? 
926,Bill,"Answer: Fred handed the milk to Mary.

Question: Who did Fred hand the milk to?",Who did Fred give the milk to? 
927,Fred,"Context: The funeral obsequies being over, the same flotilla which had proceeded
in solemn and sad",Who gave the apple? 
928,milk,"Answer: The apple.

Question: What did Fred hand to Mary?

Answer: The milk.",What did Fred give to Bill? 
929,apple,"Answer: The apple.

Question: What did Fred give to Bill?

Answer: The milk.",What did Bill give to Fred? 
930,apple,"Answer: The apple.

Question: What did Fred do with the football?

Answer: He dropped",What did Mary give to Fred? 
931,Mary,,Who gave the apple? 
932,apple,"Answer: The apple.

Question: What did Fred drop?

Answer: The football.",What did Mary give to Fred? 
933,Jeff,"Answer: Bill.

Question: Who gave the apple to Jeff?

Answer: Fred.",Who gave the apple to Fred? 
934,Jeff,"Answer: Fred

Chapter 10.

THE MYSTERIOUS CANOE.

""I",Who gave the apple? 
935,Fred,"Context: ""I'm jest a-goin' ter show ye how we do things in ther maount",Who did Bill give the apple to? 
936,Bill,"Answer: Bill handed the apple to Fred.

Question: Who did Bill hand the apple to?",Who gave the apple? 
937,apple,"Answer: The apple.

Question: What did Fred give to Bill?

Answer: The apple.",What did Fred give to Bill? 
938,Bill,"Answer: Bill

Question: Who did Bill pass the apple to?

Answer: Fred

Question",Who did Fred give the apple to? 
939,Bill,"Answer: Bill

Question: Who gave the apple to Bill?

Answer: Fred

Question:",Who received the apple? 
940,football,"Answer: The football.

Question: What did Fred do?

Answer: He travelled to the garden",What did Jeff give to Bill? 
941,football,"Answer: The apple

Question: What did Cameron do after he had finished his breakfast?

Answer:",What did Bill give to Jeff? 
942,Bill,"Answer: Bill

Question: What did the doctor say to Mandy?

Answer: ""You will",Who gave the football to Jeff? 
943,apple,"Answer: The apple.

Question: What did Jeff give to Bill?

Answer: The football.",What did Fred give to Mary? 
944,Fred,"Answer: Fred

Question: Who did Jeff give the football to?

Answer: Bill

Question",Who did Mary give the apple to? 
945,Bill,"Answer: The doctor

Question: What did the doctor say about Moira?

Answer: She is",Who gave the apple to Jeff? 
946,Bill,"Answer: Jeff gave the apple to Bill.

Question: What did Moira say to Mandy?",Who did Jeff give the apple to? 
947,Bill,,Who received the apple? 
948,Bill,Answer: Jeff,Who gave the apple? 
949,Jeff,"Answer: Jeff.




CHAPTER X

THE SHIRE HORSE SOCIETY",Who did Bill give the apple to? 
950,Fred,"Answer: Fred

Context: The serpent lolled
along the waters for a hundred feet or so,",Who gave the milk to Jeff? 
951,Jeff,"Answer: Jeff.

Question: Who gave the milk to Jeff?

Answer: Fred.",Who received the milk? 
952,Fred,"Answer: Fred

Question: What did Tom do to Hans?

Answer: He dressed up as an",Who did Jeff give the milk to? 
953,Jeff,"Answer: Jeff.

Question: What did the letter say?

Answer: ""CAPT. P",Who did Fred give the milk to? 
954,milk,"Answer: The milk.

Question: What did Frank do to Carlos?

Answer: He caught him",What did Jeff give to Fred? 
955,milk,"Context: ""I'm out hyar whar I kin take a peep at yer, as I",What did Mary give to Bill? 
956,Mary,"Answer: Mary

Question: What did Frank show Bushnell?

Answer: The golden image",Who did Bill give the milk to? 
957,Bill,"the Assyrian palaces were built of stone, and the Assyrian kings were
fond of recording their",Who gave the milk to Mary? 
958,Mary,Answer: Mary gave the football to Fred.,Who gave the football? 
959,Mary,"Answer: Mary

Question: Who gave the football to Mary?

Answer: Fred

Question:",Who received the football? 
960,apple,Answer: apple,What did Fred give to Jeff? 
961,Jeff,,Who did Fred give the apple to? 
962,Fred,"Answer: Fred.

Question: Who took the milk?

Answer: Mary.

Question:",Who gave the apple to Jeff? 
963,Fred,"""I have seen the most wonderful results from the treatment of
    Osteopathy, and I have seen the",Who gave the apple? 
964,Fred,"Answer: Fred

Question: Who passed the apple?

Answer: Fred

Question: Who handed",Who gave the apple? 
965,Fred,"Answer: Mary

Question: Who received the football?

Answer: Bill

Question: Who received",Who received the apple? 
966,Mary,"Answer: Mary.

Question: What did she give him?

Answer: The apple.",Who gave the apple to Fred? 
967,Fred,"Answer: Fred.









End of the Project Gutenberg EBook",Who did Mary give the apple to? 
968,apple,"Answer: The apple.






End of the Project Gutenberg EBook of The",What did Mary give to Fred? 
969,Fred,Answer: Mary,Who gave the apple? 
970,Bill,"Answer: Allan Cameron

Question: What did Allan do with the pail of water?

Answer:",Who received the milk? 
971,Bill,"Answer: Mary

Context: ""I'm afraid there's more work for us than we've",Who gave the milk? 
972,Bill,"Answer: Bill

Question: What did the chief do to open the passage?

Answer: He pushed",Who gave the milk to Mary? 
973,Mary,"Answer: Mary

Question: Who grabbed the football there?

Answer: Fred

Question: Who",Who gave the milk to Jeff? 
974,Fred,"Answer: Jeff




THE PROFESSIONS. If what are called the liberal professions could speak,",Who gave the football? 
975,football,"Answer: The football.

Question: What did Fred do when he was in Nashville?

Answer:",What did Jeff give to Bill? 
976,football,"Answer: The football.

Question: What did Fred do when he heard his father say that he was going",What did Jeff give to Bill? 
977,Jeff,"Answer: Jeff

Question: What did Hook-nose do?

Answer: He slammed his pick up",Who did Mary give the milk to? 
978,milk,"Answer: The milk.

Question: What did Jeff give to Mary?

Answer: The milk.",What did Mary give to Jeff? 
979,Mary,"Answer: Jeff

Question: What did Macloud do with the revolver?

Answer: He",Who received the football? 
980,milk,"Answer: The milk.

Question: What did Mary do with the milk?

Answer: She handed",What did Fred give to Mary? 
981,Fred,Answer: Mary,Who gave the milk? 
982,Fred,"• Mary
• Fred
• Fred
• Fred
• Fred
• Fred
• Fred
• Fred",Who gave the milk to Mary? 
983,Fred,"Answer: Mary

Question: Who received the milk?

Answer: Mary

Question: Who received",Who received the milk? 
984,Fred,"Answer: Mary.

Question: Who took the milk?

Answer: Fred.

Question:",Who gave the milk? 
985,Jeff,"Context: ""You'd better get the dinner,"" he suggested, after a time, turning
toward",Who received the milk? 
986,Fred,"Answer: Fred gave the milk to Jeff.

Question: What did Lester do when he heard the sound of",Who gave the milk? 
987,Fred,"Answer: Fred gave the milk to Jeff.

Question: What did Lester say to Jennie?",Who gave the milk to Jeff? 
988,Fred,"Answer: Jeff.

Question: Who gave the milk to Jeff?

Answer: Bill.",Who gave the milk? 
989,Bill,"A. Fred

B. Kneir

C. Simon

D. Saart",Who received the milk? 
990,apple,"Context: ""I'll take one of the carpet-bags and the satchel, if
you like.""",What did Bill give to Fred? 
991,Fred,,Who did Bill give the apple to? 
992,Bill,"Answer: Fred handed the apple to Bill.

Question: Who went to the garden?

Answer:",Who gave the apple? 
993,football,"Answer: The football.




CHAPTER VI.--THE TURKEY-SHOOT (contin",What did Jeff give to Mary? 
994,Jeff,"Answer: Jeff




CHAPTER VII.--THE MINSTERS’ THANKSGIVING DINNER. Fred",Who gave the football to Mary? 
995,Bill,"Answer: Fred

Question: Who was the first to receive the football?

Answer: Fred",Who received the football? 
996,Fred,"Answer: Fred

Question: Who went to the office?

Answer: Fred

Question: Who",Who gave the football? 
997,football,"Context: ""I'm glad I didn't go home before I knew her better. Fred picked up the",What did Mary give to Bill? 
998,football,"Answer: The football.

Question: What did Bill give to Fred?

Answer: The apple.",What did Mary give to Bill? 
